Trade_ID,Timestamp,Symbol,Engine,Side,Entry,Exit,Points,Lots,Gross_USD,Fees,Net_USD,Net_INR,Balance_USD,Status,Notes
4,2026-08-27 22:15:32,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80581.5,80588.5,7.0,100,0.7000000000000001,,0.7000000000000001,,,CLOSED,Trail SL (stage 0)
5,2026-08-27 22:25:53,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80492.0,80398.0,-94.0,100,-9.4,,-9.4,,,CLOSED,Initial SL
7,2026-08-27 23:51:21,BTC/USD:USD,E1_TREND_PULLBACK,LONG,79815.5,79825.0,9.5,100,0.9500000000000001,,0.9500000000000001,,,CLOSED,Initial SL
9,2026-08-28 01:51:26,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80016.0,80025.0,9.0,100,0.9,,0.9,,,CLOSED,Trail SL (stage 0)
11,2026-08-28 03:48:10,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80355.5,80356.0,0.5,100,0.05,,0.05,,,CLOSED,Trail SL (stage 0)
12,2026-08-28 03:51:02,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,80382.5,80368.0,14.5,100,1.45,,1.45,,,CLOSED,Trail SL (stage 0)
13,2026-08-28 04:15:03,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80255.5,80255.5,0.0,100,0.0,,0.0,,,CLOSED,Trail SL (stage 0)
15,2026-08-28 04:39:09,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80227.5,80223.5,-4.0,100,-0.4,,-0.4,,,CLOSED,Trail SL (stage 0)
16,2026-08-28 04:48:06,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80225.0,80225.0,0.0,100,0.0,,0.0,,,CLOSED,Trail SL (stage 0)
17,2026-08-28 04:53:19,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80331.5,80333.0,1.5,100,0.15,,0.15,,,CLOSED,Trail SL (stage 0)
21,2026-08-28 05:48:56,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80364.0,80370.0,6.0,100,0.6,,0.6,,,CLOSED,Trail SL (stage 0)
22,2026-08-28 05:55:32,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80409.0,80327.0,-82.0,100,-8.2,,-8.2,,,CLOSED,Max SL
23,2026-08-28 06:03:32,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80451.0,80456.0,5.0,100,0.5,,0.5,,,CLOSED,Trail SL (stage 0)
24,2026-08-28 06:23:52,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80388.5,80406.5,18.0,100,1.8,,1.8,,,CLOSED,Trail SL (stage 0)
25,2026-08-28 06:24:02,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80414.0,80443.0,29.0,100,2.9,,2.9,,,CLOSED,Trail SL (stage 0)
26,2026-08-28 06:27:28,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80528.5,80531.5,3.0,100,0.3,,0.3,,,CLOSED,Trail SL (stage 0)
27,2026-08-28 06:33:05,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80683.0,80672.5,-10.5,100,-1.05,,-1.05,,,CLOSED,Trail SL (stage 0)
28,2026-08-28 06:51:02,BTC/USD:USD,E1_TREND_PULLBACK,LONG,81048.0,81079.5,31.5,100,3.15,,3.15,,,CLOSED,Trail SL (stage 0)
29,2026-08-28 07:03:16,BTC/USD:USD,E1_TREND_PULLBACK,LONG,81208.0,81216.5,8.5,100,0.85,,0.85,,,CLOSED,Trail SL (stage 0)
32,2026-08-28 09:39:10,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,79663.0,79662.5,0.5,100,0.05,,0.05,,,CLOSED,Trail SL (stage 0)
33,2026-08-28 10:03:13,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,79716.5,79728.0,-11.5,100,-1.1500000000000001,,-1.1500000000000001,,,CLOSED,Trail SL (stage 0)
34,2026-08-28 10:09:59,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,79625.5,79617.5,8.0,100,0.8,,0.8,,,CLOSED,Trail SL (stage 0)
35,2026-08-28 10:18:24,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,79681.5,79688.0,-6.5,100,-0.65,,-0.65,,,CLOSED,Trail SL (stage 0)
1,2026-08-28 21:21:09,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,78709.5,78697.5,12.0,100,1.2,,1.2,,,CLOSED,Trail SL (stage 0)
2,2026-08-28 21:24:37,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,78572.5,78538.0,34.5,100,3.45,,3.45,,,CLOSED,Trail SL (stage 0)
3,2026-08-28 21:31:18,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,78317.0,78290.5,26.5,100,2.65,,2.65,,,CLOSED,Trail SL (stage 0)
4,2026-08-28 21:33:14,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,78037.0,78047.0,-10.0,100,-1.0,,-1.0,,,CLOSED,Trail SL (stage 0)
5,2026-08-28 21:42:56,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,77917.5,77879.5,38.0,100,3.8000000000000003,,3.8000000000000003,,,CLOSED,Trail SL (stage 0)
6,2026-08-28 21:46:01,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,77808.0,77774.0,34.0,100,3.4,,3.4,,,CLOSED,Trail SL (stage 0)
7,2026-08-28 21:48:49,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,77594.0,77566.5,27.5,100,2.75,,2.75,,,CLOSED,Trail SL (stage 0)
8,2026-08-28 23:07:43,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,77808.0,77700.0,108.0,100,10.8,,10.8,,,CLOSED,Trail SL (stage 0)
9,2026-08-28 23:40:27,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,77777.5,77756.5,21.0,100,2.1,,2.1,,,CLOSED,Trail SL (stage 0)
10,2026-08-28 23:51:02,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,77629.5,77629.5,0.0,100,0.0,,0.0,,,CLOSED,Trail SL (stage 0)
11,2026-08-29 01:16:36,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,77517.5,77507.5,10.0,1,0.01,,0.01,,,CLOSED,Trail SL (stage 0)
12,2026-08-29 01:18:02,BTC/USD:USD,E1_TREND_PULLBACK,SHORT,77472.0,77472.0,0.0,1,0.0,,0.0,,,CLOSED,Trail SL (stage 0)
13,2026-09-03 11:21:04,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77505.5,77521.5,16.0,100,1.6,,1.6,,,CLOSED,Trail SL (stage 0)
14,2026-09-03 11:24:18,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77626.0,77627.0,1.0,100,0.1,,0.1,,,CLOSED,Trail SL (stage 0)
15,2026-09-03 11:27:02,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77757.5,77788.0,30.5,100,3.0500000000000003,,3.0500000000000003,,,CLOSED,Trail SL (stage 0)
16,2026-09-03 11:36:32,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77719.0,77726.0,7.0,100,0.7000000000000001,,0.7000000000000001,,,CLOSED,Trail SL (stage 0)
17,2026-09-03 11:46:20,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77682.5,77699.0,16.5,100,1.6500000000000001,,1.6500000000000001,,,CLOSED,Trail SL (stage 0)
18,2026-09-03 11:49:33,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77702.0,77722.5,20.5,100,2.05,,2.05,,,CLOSED,Trail SL (stage 0)
19,2026-09-03 11:54:02,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77731.0,77605.61350231637,-125.38649768363393,100,-12.538649768363394,,-12.538649768363394,,,CLOSED,Bracket SL/TP (recovered)
20,2026-09-03 11:57:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77748.5,77629.75718072234,-118.74281927765696,100,-11.874281927765697,,-11.874281927765697,,,CLOSED,Bracket SL/TP (recovered)
21,2026-09-03 12:09:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77741.0,77622.30236832707,-118.69763167292695,100,-11.869763167292694,,-11.869763167292694,,,CLOSED,Bracket SL/TP (recovered)
22,2026-09-03 12:12:02,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77767.0,77652.47719916086,-114.52280083914229,100,-11.45228008391423,,-11.45228008391423,,,CLOSED,Bracket SL/TP (recovered)
23,2026-09-03 12:18:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77802.5,77694.5679676438,-107.93203235619876,100,-10.793203235619876,,-10.793203235619876,,,CLOSED,Bracket SL/TP (recovered)
24,2026-09-03 12:33:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77799.0,77713.85474427577,-85.14525572423008,100,-8.514525572423008,,-8.514525572423008,,,CLOSED,Bracket SL/TP (recovered)
25,2026-09-03 12:34:11,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77842.0,77842.5,0.5,100,0.05,,0.05,,,CLOSED,Trail SL (stage 0)
26,2026-09-03 12:36:20,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78134.5,78068.5,-66.0,100,-6.6000000000000005,,-6.6000000000000005,,,CLOSED,Max SL
27,2026-09-03 12:45:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78040.0,77925.83576182477,-114.16423817523173,100,-11.416423817523173,,-11.416423817523173,,,CLOSED,Bracket SL/TP (recovered)
28,2026-09-03 12:55:56,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77991.0,77892.0,-99.0,100,-9.9,,-9.9,,,CLOSED,Max SL
29,2026-09-03 13:03:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77918.5,77791.83515735866,-126.66484264134488,100,-12.666484264134487,,-12.666484264134487,,,CLOSED,Bracket SL/TP (recovered)
30,2026-09-03 13:09:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77879.5,77765.04039078373,-114.45960921626829,100,-11.44596092162683,,-11.44596092162683,,,CLOSED,Bracket SL/TP (recovered)
31,2026-09-03 13:12:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77904.0,77951.37596989509,47.37596989508893,100,4.737596989508893,,4.737596989508893,,,CLOSED,Bracket SL/TP (recovered)
32,2026-09-03 13:14:43,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78027.5,77932.0,-95.5,100,-9.55,,-9.55,,,CLOSED,Max SL
33,2026-09-03 13:39:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77935.0,77802.5,-132.5,100,-13.25,,-13.25,,,CLOSED,Bracket SL/TP (recovered)
34,2026-09-03 13:42:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77958.5,77824.5,-134.0,100,-13.4,,-13.4,,,CLOSED,Bracket SL/TP (recovered)
35,2026-09-03 13:44:04,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77953.5,77880.5,-73.0,100,-7.3,,-7.3,,,CLOSED,Max SL
37,2026-09-03 16:27:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77726.0,77610.89981272793,-115.10018727206625,100,-11.510018727206626,,-11.510018727206626,,,CLOSED,Bracket SL/TP (recovered)
38,2026-09-03 16:30:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77730.5,77639.00161181879,-91.4983881812077,100,-9.14983881812077,,-9.14983881812077,,,CLOSED,Bracket SL/TP (recovered)
39,2026-09-03 16:33:36,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77744.0,77739.5,-4.5,100,-0.45,,-0.45,,,CLOSED,Max SL
40,2026-09-03 16:39:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77763.5,77688.42901463772,-75.07098536228295,100,-7.507098536228296,,-7.507098536228296,,,CLOSED,Bracket SL/TP (recovered)
41,2026-09-03 16:48:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77798.0,77734.26022053901,-63.73977946098603,100,-6.373977946098603,,-6.373977946098603,,,CLOSED,Bracket SL/TP (recovered)
42,2026-09-03 16:51:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77843.0,77773.9612762148,-69.03872378519736,100,-6.903872378519736,,-6.903872378519736,,,CLOSED,Bracket SL/TP (recovered)
43,2026-09-03 16:54:02,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77863.5,77800.26761362804,-63.23238637196482,100,-6.323238637196482,,-6.323238637196482,,,CLOSED,Bracket SL/TP (recovered)
44,2026-09-03 17:00:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77904.0,77842.53189644458,-61.46810355542402,100,-6.146810355542402,,-6.146810355542402,,,CLOSED,Bracket SL/TP (recovered)
45,2026-09-03 17:05:51,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77911.5,77880.0,-31.5,100,-3.15,,-3.15,,,CLOSED,Max SL
46,2026-09-03 17:12:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77893.5,77829.68666035906,-63.813339640939375,100,-6.381333964093938,,-6.381333964093938,,,CLOSED,Bracket SL/TP (recovered)
47,2026-09-03 17:15:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77945.5,77888.48582747627,-57.01417252373358,100,-5.701417252373358,,-5.701417252373358,,,CLOSED,Bracket SL/TP (recovered)
48,2026-09-03 17:18:45,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77921.0,77877.0,-44.0,100,-4.4,,-4.4,,,CLOSED,Max SL
49,2026-09-03 17:27:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77906.0,77834.30247471236,-71.69752528764366,100,-7.1697525287643655,,-7.1697525287643655,,,CLOSED,Bracket SL/TP (recovered)
50,2026-09-03 17:30:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77920.5,77841.52729794718,-78.97270205282257,100,-7.897270205282257,,-7.897270205282257,,,CLOSED,Bracket SL/TP (recovered)
51,2026-09-03 17:30:32,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77926.5,77907.5,-19.0,100,-1.9000000000000001,,-1.9000000000000001,,,CLOSED,Max SL
52,2026-09-03 17:34:03,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77919.0,77885.5,-33.5,100,-3.35,,-3.35,,,CLOSED,Max SL
53,2026-09-03 17:45:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78017.5,77948.69906630553,-68.80093369446695,100,-6.880093369446695,,-6.880093369446695,,,CLOSED,Bracket SL/TP (recovered)
54,2026-09-03 17:47:39,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78077.0,78029.0,-48.0,100,-4.8,,-4.8,,,CLOSED,Max SL
55,2026-09-03 17:57:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77973.0,77891.99781816827,-81.00218183173274,100,-8.100218183173274,,-8.100218183173274,,,CLOSED,Bracket SL/TP (recovered)
56,2026-09-03 18:00:06,BTC/USD:USD,E1_TREND_PULLBACK,LONG,77945.5,77942.0,-3.5,100,-0.35000000000000003,,-0.35000000000000003,,,CLOSED,Trail SL (stage 0)
57,2026-09-03 18:45:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78562.5,78454.5681101136,-107.93188988640031,100,-10.793188988640031,,-10.793188988640031,,,CLOSED,Bracket SL/TP (recovered)
58,2026-09-03 18:56:24,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78567.5,78486.0,-81.5,100,-8.15,,-8.15,,,CLOSED,Max SL
59,2026-09-03 19:03:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78466.5,78370.32752101315,-96.17247898684582,100,-9.617247898684582,,-9.617247898684582,,,CLOSED,Bracket SL/TP (recovered)
61,2026-09-03 19:12:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78724.5,78587.0,-137.5,100,-13.75,,-13.75,,,CLOSED,Bracket SL/TP (recovered)
62,2026-09-03 19:15:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78867.5,78740.0,-127.5,100,-12.75,,-12.75,,,CLOSED,Bracket SL/TP (recovered)
63,2026-09-03 19:18:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78890.0,78761.0,-129.0,100,-12.9,,-12.9,,,CLOSED,Bracket SL/TP (recovered)
64,2026-09-03 19:23:54,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78921.0,78799.5,-121.5,100,-12.15,,-12.15,,,CLOSED,Initial SL
65,2026-09-03 19:31:00,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78814.5,78688.0,-126.5,100,-12.65,,-12.65,,,CLOSED,Initial SL
66,2026-09-03 19:39:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78858.5,78723.0,-135.5,100,-13.55,,-13.55,,,CLOSED,Bracket SL/TP (recovered)
67,2026-09-03 19:41:06,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78897.5,78811.5,-86.0,100,-8.6,,-8.6,,,CLOSED,Initial SL
68,2026-09-03 19:45:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78899.5,78793.5,-106.0,100,-10.6,,-10.6,,,CLOSED,Bracket SL/TP (recovered)
69,2026-09-03 19:48:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,78955.0,78828.0,-127.0,100,-12.700000000000001,,-12.700000000000001,,,CLOSED,Bracket SL/TP (recovered)
70,2026-09-03 19:48:51,BTC/USD:USD,E1_TREND_PULLBACK,LONG,79060.5,79039.0,-21.5,100,-2.15,,-2.15,,,CLOSED,Initial SL
71,2026-09-03 19:57:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,79258.0,79140.5,-117.5,100,-11.75,,-11.75,,,CLOSED,Bracket SL/TP (recovered)
72,2026-09-03 20:00:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,79537.5,79396.5,-141.0,100,-14.1,,-14.1,,,CLOSED,Bracket SL/TP (recovered)
73,2026-09-03 20:03:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,79628.0,79494.0,-134.0,100,-13.4,,-13.4,,,CLOSED,Bracket SL/TP (recovered)
74,2026-09-03 20:04:16,BTC/USD:USD,E1_TREND_PULLBACK,LONG,79818.5,79696.0,-122.5,100,-12.25,,-12.25,,,CLOSED,Max SL
75,2026-09-03 20:18:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,79726.5,79602.5,-124.0,100,-12.4,,-12.4,,,CLOSED,Bracket SL/TP (recovered)
76,2026-09-03 20:20:42,BTC/USD:USD,E1_TREND_PULLBACK,LONG,79971.5,80342.0,370.5,100,37.050000000000004,,37.050000000000004,,,CLOSED,Trail SL (stage 0)
77,2026-09-03 20:21:14,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80302.0,80205.0,-97.0,100,-9.700000000000001,,-9.700000000000001,,,CLOSED,Max SL
78,2026-09-03 20:30:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80254.5,80123.5,-131.0,100,-13.1,,-13.1,,,CLOSED,Bracket SL/TP (recovered)
79,2026-09-03 20:33:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80482.5,80380.5,-102.0,100,-10.200000000000001,,-10.200000000000001,,,CLOSED,Bracket SL/TP (recovered)
80,2026-09-03 20:33:07,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80876.0,80816.0,-60.0,100,-6.0,,-6.0,,,CLOSED,Max SL
81,2026-09-03 20:36:46,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80841.5,80764.0,-77.5,100,-7.75,,-7.75,,,CLOSED,Max SL
82,2026-09-03 20:48:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80545.5,80402.5,-143.0,100,-14.3,,-14.3,,,CLOSED,Bracket SL/TP (recovered)
83,2026-09-03 20:51:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80548.0,80413.5,-134.5,100,-13.450000000000001,,-13.450000000000001,,,CLOSED,Bracket SL/TP (recovered)
84,2026-09-03 20:54:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80593.5,80449.5,-144.0,100,-14.4,,-14.4,,,CLOSED,Bracket SL/TP (recovered)
85,2026-09-03 20:56:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80730.0,80628.0,-102.0,100,-10.200000000000001,,-10.200000000000001,,,CLOSED,Initial SL
86,2026-09-03 21:03:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80705.5,80586.0,-119.5,100,-11.950000000000001,,-11.950000000000001,,,CLOSED,Bracket SL/TP (recovered)
87,2026-09-03 21:06:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80762.5,80633.5,-129.0,100,-12.9,,-12.9,,,CLOSED,Bracket SL/TP (recovered)
88,2026-09-03 21:07:52,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80871.0,80745.5,-125.5,100,-12.55,,-12.55,,,CLOSED,Max SL
89,2026-09-03 21:15:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80933.0,80798.0,-135.0,100,-13.5,,-13.5,,,CLOSED,Bracket SL/TP (recovered)
90,2026-09-03 21:24:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80860.5,81089.91067112138,229.41067112138262,100,22.941067112138263,,22.941067112138263,,,CLOSED,Bracket SL/TP (recovered)
91,2026-09-03 21:27:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,81181.0,81047.5,-133.5,100,-13.35,,-13.35,,,CLOSED,Bracket SL/TP (recovered)
92,2026-09-03 21:30:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,81212.0,81081.0,-131.0,100,-13.1,,-13.1,,,CLOSED,Bracket SL/TP (recovered)
93,2026-09-03 21:31:18,BTC/USD:USD,E1_TREND_PULLBACK,LONG,81305.0,81219.0,-86.0,100,-8.6,,-8.6,,,CLOSED,Initial SL
94,2026-09-03 21:42:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80985.0,80828.0,-157.0,100,-15.700000000000001,,-15.700000000000001,,,CLOSED,Bracket SL/TP (recovered)
95,2026-09-03 21:45:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80996.0,80860.5,-135.5,100,-13.55,,-13.55,,,CLOSED,Bracket SL/TP (recovered)
96,2026-09-03 21:54:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80795.5,80683.0,-112.5,100,-11.25,,-11.25,,,CLOSED,Bracket SL/TP (recovered)
97,2026-09-03 22:03:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80738.5,80610.5,-128.0,100,-12.8,,-12.8,,,CLOSED,Bracket SL/TP (recovered)
98,2026-09-03 22:06:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80841.5,80727.5,-114.0,100,-11.4,,-11.4,,,CLOSED,Bracket SL/TP (recovered)
99,2026-09-03 22:21:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80918.0,80783.5,-134.5,100,-13.450000000000001,,-13.450000000000001,,,CLOSED,Bracket SL/TP (recovered)
100,2026-09-03 22:24:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80981.5,80832.5,-149.0,100,-14.9,,-14.9,,,CLOSED,Bracket SL/TP (recovered)
101,2026-09-03 22:30:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80927.0,80792.0,-135.0,100,-13.5,,-13.5,,,CLOSED,Bracket SL/TP (recovered)
102,2026-09-03 22:33:01,BTC/USD:USD,E1_TREND_PULLBACK,LONG,80927.5,80819.5,-108.0,100,-10.8,,-10.8,,,CLOSED,Bracket SL/TP (recovered)
